stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station
100060,100060,Via per Talsano (autofficina BMW),Via per Talsano (autofficina BMW),40.424998,17.259647,100060,0,
100070,100070,Via per Talsano - 490,Via per Talsano - 490,40.420078,17.261207,100070,0,
100080,100080,Via per Talsano (fr. villette),Via per Talsano (fr. villette),40.419018,17.262077,100080,0,
100090,100090,V.le Unità d'Italia,V.le Unità d'Italia - 641,40.415919,17.264237,100090,0,
100100,100100,Via per Talsano (deposito Toseroni),Via per Talsano (deposito Toseroni),40.416836,17.262205,100100,0,
100110,100110,Via per Talsano (fr. distributore IP),Via per Talsano (fr. distributore IP),40.414329,17.263217,100110,0,
100120,100120,V.le Unità d'Italia,V.le Unità d'Italia (fr. - 716),40.413642,17.266088,100120,0,
100130,100130,Via per Talsano (Automercato Bruno),Via per Talsano (Automercato Bruno),40.412789,17.266467,100130,0,
100140,100140,C.so Vittorio Emanuele,Vittorio Emanuele - 7895,40.412219,17.269668,100140,0,
100150,100150,Via per Talsano,Via per Talsano - 7930,40.412249,17.269287,100150,0,
100160,100160,Sovito (ingresso cimitero),Sovito (ingresso cimitero),40.416164,17.292569,100160,0,
100161,100161,Via Sovitoquarto,VIA SOVITOQUARTO (chiesa),40.413189,17.291948,100161,0,
100163,100163,Via Savino Domenico,Via Savino Domenico,40.409749,17.281457,"",0,
100165,100165,Via Savino Domenico,Via Savino Domenico,40.410039,17.283447,"",0,
100170,100170,Sovito - 61,Sovito - 61,40.413081,17.297017,100170,0,
100190,100190,Sovito - 84,Sovito - 84,40.411639,17.302708,100190,0,
100195,100195,Via Botticelli,Via Botticelli,40.409509,17.288698,"",0,
100223,100223,Via della Cabina,Via della cabina,40.411119,17.287958,100223,0,
100225,100225,Via Sovitoquarto,Via Sovitoquarto,40.410449,17.285228,"",0,
100229,100229,Via Sovitoquarto,VIA SOVITOQUARTO n.2,40.411791,17.288995,100229,0,
100230,100230,Vittorio Emanuele (stazione meteo),Vittorio Emanuele (stazione meteo),40.411614,17.271645,100230,0,
100235,100235,Via Cavalcanti,Via Cavalcanti,40.404689,17.288558,"",0,
100237,100237,Via Cavalcanti,Via Cavalcanti,40.408329,17.289568,"",0,
100240,100240,Mediterraneo - 30,Mediterraneo - 30,40.411369,17.264777,100240,0,
100250,100250,Via San Donato,San Donato (chiesa),40.410459,17.311450,100250,0,
100260,100260,Via San Donato,San Donato - 229,40.410207,17.314446,100260,0,
100270,100270,Via San Donato,San Donato - 269,40.410094,17.316838,100270,0,
100280,100280,Strada per Faggiano,Strada per Faggiano (bivio Pulsano),40.411069,17.305408,100280,0,
100290,100290,San Donato - 156,San Donato - 156,40.410269,17.311898,100290,0,
100300,100300,San Donato - 228,San Donato - 228,40.410019,17.314018,100300,0,
100310,100310,San Donato (fr. - 269),San Donato (fr. - 269),40.409919,17.316438,100310,0,
100340,100340,Vittorio Emanuele (fr. stazione meteo),Vittorio Emanuele (fr. stazione meteo),40.411389,17.271877,100340,0,
100350,100350,Vittorio Emanuele - 11,Vittorio Emanuele - 11,40.410885,17.274019,100350,0,
100370,100370,Vittorio Emanuele - 25,Vittorio Emanuele - 25,40.409929,17.277347,100370,0,
100380,100380,Vittorio Emanuele - 26/2,Vittorio Emanuele - 26/2,40.410379,17.275397,100380,0,
100390,100390,Vittorio Emanuele - 68,Vittorio Emanuele - 68,40.409219,17.279107,100390,0,
100400,100400,Vittorio Emanuele - 89,Vittorio Emanuele - 89,40.409508,17.278514,100400,0,
100420,100420,Via per San Donato,Via per San Donato(fr.comunità Incontro),40.409169,17.311128,100420,0,
100440,100440,Via Cesare Pavese n.3,VIA CESARE PAVESE n.3,40.403254,17.289954,100440,0,
100450,100450,Vittorio Emanuele (ingresso Talsano),Vittorio Emanuele (ingresso Talsano),40.408409,17.280767,100450,0,
100460,100460,Mediterraneo (ditta Campo),Mediterraneo (ditta Campo),40.409561,17.265973,100460,0,
100461,100461,Via Mediterraneo,Mediterraneo (fr. - 30),40.411459,17.264997,100461,0,
100470,100470,Mediterraneo (ditta Elia),Mediterraneo (ditta Elia),40.409319,17.265887,100470,0,
100490,100490,Via Cesare Pavese n.10,VIA CESARE PAVESE n.10,40.403869,17.290124,100490,0,
100500,100500,Vittorio Emanuele - 180,Vittorio Emanuele - 180,40.407589,17.282117,100500,0,
100510,100510,Mediterraneo (incr. via Capitigna),Mediterraneo (incr. via Capitigna),40.406519,17.267737,100510,0,
100520,100520,Mediterraneo (fr. incr. via Capitigna),Mediterraneo (fr. incr. via Capitigna),40.407699,17.267217,100520,0,
100530,100530,C.so Vittorio Emanuele,C.SO VITTORIO EMANUELE II n.240,40.406347,17.284160,100530,0,
100540,100540,Vittorio Emanuele - 271,Vittorio Emanuele - 271,40.406579,17.283717,100540,0,
100550,100550,Via per San Donato (ang. via Caorta),Via per San Donato (ang. via Caorta),40.407175,17.310708,100550,0,
100560,100560,Via Vito Angelini,VIA VITO ANGELINI (Mag. Poste It.),40.408159,17.294498,100560,0,
100570,100570,Via Carlo Magno,Carlo Magno (ang. via Mediterraneo),40.404809,17.268377,100570,0,
100580,100580,Vittorio Emanuele - 342,Vittorio Emanuele - 342,40.404709,17.286828,100580,0,
100590,100590,Via per San Donato (incr. str. privata),Via per San Donato (incr. str. privata),40.405629,17.310568,100590,0,
100610,100610,Via Mediterraneo,Mediterraneo (villa Andrisani),40.404709,17.269677,100610,0,
100620,100620,Pezzavilla Capolinea,Pezzavilla Capolinea (lato ovest),40.403059,17.264747,100620,0,
100621,100621,Via Carlo Magno,Carlo Magno (ang. via M. Lutero),40.403929,17.267307,100621,0,
100622,100622,Mediterraneo (24° circolo),Mediterraneo (24° circolo),40.400889,17.270197,100622,0,
100623,100623,Pezzavilla Capolinea,Pezzavilla Capolinea (lato est),40.403089,17.264947,100623,0,
100630,100630,C.so Vittorio Emanuele,Vittorio Emanuele (fronte via Arno),40.403359,17.289388,100630,0,
100640,100640,Mediterraneo (fr. - 68),Mediterraneo (fr. - 68),40.402703,17.270445,100640,0,
100650,100650,C.so Vittorio Emanuele II,Vittorio Emanuele - 420,40.402299,17.290738,100650,0,
100660,100660,Via per San Donato (fr. - 15100),Via per San Donato (fr. - 15100),40.403619,17.310248,100660,0,
100680,100680,V.le Europa,V.le Europa (fr. farmacia),40.402109,17.271487,100680,0,
100681,100681,Cacace (Lato Nord),Cacace (Lato Nord),40.400239,17.278687,100681,0,
100682,100682,Como (Res. Pini),Como (Res. Pini),40.397759,17.275087,100682,0,
100683,100683,Como(fr. Palazz. A/3),Como(fr. Palazz. A/3),40.399489,17.271127,100683,0,
100684,100684,Como (fr.Resid. Pini),Como (fr.Resid. Pini),40.397583,17.275753,100684,0,
100685,100685,Via Como,Como (Palazz. - A/3),40.399633,17.270928,100685,0,
100686,100686,Como (ang. via Tursi),Como (ang. via Tursi),40.399037,17.273561,100686,0,
100687,100687,Como (fr. via Tursi),Como (fr. via Tursi),40.398849,17.273327,100687,0,
100688,100688,"Via Cacace, fr.296","Via Cacace, fr.296",40.398869,17.277887,100688,0,
100689,100689,"Via Cacace, 298","Via Cacace, 298",40.398849,17.277647,100689,0,
100690,100690,V.le Europa,V.le Europa (farmacia),40.402039,17.272367,100690,0,
100700,100700,Via Vozza,Vozza - 10,40.401479,17.269617,100700,0,
100701,100701,Via Mediterraneo,Mediterraneo (Distributore FINA),40.398559,17.269717,100701,0,
100702,100702,Mediterraneo (fr.Distributore FINA),Mediterraneo (fr.Distributore FINA),40.398778,17.269922,100702,0,
100708,100708,Via Carlo Magno,Carlo Magno fr.- 35,40.402009,17.263797,100708,0,
100709,100709,Gregorio VII (fr. chiesa Beato E.),Gregorio VII (fr. chiesa Beato E.),40.400759,17.268357,100709,0,
100710,100710,Via Gregorio VII,Gregorio VII (fr. - 17),40.401119,17.265107,100710,0,
100720,100720,Via Gregorio VII,Gregorio VII - 17,40.400979,17.265457,100720,0,
100721,100721,Via Gregorio VII,Gregorio VII (chiesa),40.400669,17.268197,100721,0,
100730,100730,V.le Europa(ang. Madonna delle Grazie),V.le Europa(ang. Madonna delle Grazie),40.401519,17.275507,100730,0,
100740,100740,V.le Europa(fr.via Madonna delle Grazie),V.le Europa(fr.via Madonna delle Grazie),40.400699,17.277367,100740,0,
100750,100750,V.le Europa (fr.- 137),V.le Europa (fr.- 137),40.400869,17.279777,100750,0,
100760,100760,V.le Europa - 138,V.le Europa - 138,40.400849,17.282167,100760,0,
100770,100770,V.le Europa,V.le Europa - 92,40.400759,17.284437,100770,0,
100780,100780,V.le Europa,V.le Europa - 67,40.400839,17.286918,100780,0,
100790,100790,V.le Europa (fr.- 32),V.le Europa (fr.- 32),40.401089,17.289188,100790,0,
100800,100800,V.le Europa,V.le Europa - 6,40.401329,17.291068,100800,0,
100810,100810,V.le Europa,V.le Europa (ang. via Galda),40.401219,17.291398,100810,0,
100820,100820,V.le Europa,V.le Europa (ang. via Matilde Serao),40.400929,17.289188,100820,0,
100830,100830,V.le Europa,V.le Europa (ang. via Settembrini),40.400609,17.279827,100830,0,
100840,100840,V.le Europa - 129,V.le Europa - 129,40.400669,17.280057,100840,0,
100850,100850,V.le Europa,V.le Europa - 89,40.400579,17.284277,100850,0,
100860,100860,V.le Europa,V.le Europa (ang. via Sanguzza),40.400679,17.286558,100860,0,
100870,100870,Via per Leporano,Via per Leporano - 4,40.400409,17.295528,100870,0,
100880,100880,Via Mediterraneo,Mediterraneo (case Cipe),40.400514,17.270271,100880,0,
100881,100881,Via Cacace,Cacace (ang.viale Europa),40.400139,17.278457,100881,0,
100890,100890,Via Carlo Magno,Carlo Magno - 47,40.400649,17.262957,100890,0,
100900,100900,Carlo Magno (fr.- 49),Carlo Magno (fr.- 49),40.400559,17.262767,100900,0,
100910,100910,Sanguzza (ang. via Beato Angelico),Sanguzza (ang. via Beato Angelico),40.399169,17.286898,100910,0,
100920,100920,Via Sanguzza,Sanguzza (ang. viale Europa),40.399599,17.286748,100920,0,
100930,100930,Via per Leporano,Via per Leporano (villa Candelli),40.398739,17.301838,100930,0,
100940,100940,Via per San Donato,Via per San Donato (fr.- 15635),40.399169,17.310708,100940,0,
100950,100950,Via Michelangelo,Via Michelangelo - 32,40.399189,17.283117,100950,0,
100960,100960,Via Michelangelo,Via Michelangelo (chiesa SS. Medici),40.399559,17.283397,100960,0,
100970,100970,Via Carlo Magno,Carlo Magno (fr.- 61),40.398309,17.262597,100970,0,
100980,100980,Litoranea,Litoranea (ang. via Carlo Magno),40.397566,17.262283,100980,0,
100990,100990,Carlo Magno - 63,Carlo Magno - 63,40.397929,17.262767,100990,0,
101010,101010,Via per San Donato,Via per San Donato - 15800,40.396999,17.310578,101010,0,
101020,101020,Sanguzza (ang. via Antonelli),Sanguzza (ang. via Antonelli),40.397579,17.287998,101020,0,
101030,101030,Sanguzza,Sanguzza ang. V.le Kennedy,40.395079,17.290108,101030,0,
101040,101040,Via per Leporano,Via per Leporano - 138,40.396509,17.307138,101040,0,
101050,101050,Via per San Donato,Via per San Donato(incrocio strada Stat),40.395669,17.310538,101050,0,
101060,101060,Contrada Capitignano,Contrada Capitignano - 11777,40.397189,17.265787,101060,0,
101070,101070,Contrada Capitignano,Contrada Capitignano (ang. via San Luc),40.396909,17.266797,101070,0,
101080,101080,Litoranea,Litoranea (2^ fermata Tramontone),40.396319,17.269257,101080,0,
101090,101090,Via Michelangelo (fr.- 95),Via Michelangelo (fr.- 95),40.396179,17.281957,101090,0,
101100,101100,Via Michelangelo (ang. via Fattori),Via Michelangelo (ang. via Fattori),40.396349,17.282217,101100,0,
101110,101110,Sanguzza (ang. via Puricino Palumbo),Sanguzza (ang. via Puricino Palumbo),40.397669,17.288198,101110,0,
101120,101120,Via Sanguzza,Sanguzza (ang. viale Kennedy),40.395149,17.289788,101120,0,
101130,101130,Litoranea (ang. via Granchio Corso),Litoranea (ang. via Granchio Corso),40.394799,17.269797,101130,0,
101150,101150,V.le Kennedy,V.le Kennedy (supermercato Sidis),40.393199,17.290088,101150,0,
101160,101160,Via Michelangelo - 60,Via Michelangelo - 60,40.393849,17.281247,101160,0,
101170,101170,Via Michelangelo (ang. via Abbati),Via Michelangelo (ang. via Abbati),40.393409,17.281217,101170,0,
101180,101180,Litoranea,Litoranea (fr. villa Sonia),40.392889,17.271577,101180,0,
101190,101190,Litoranea (villa Sonia),Litoranea (villa Sonia),40.392499,17.271597,101190,0,
101200,101200,Strada per Leporano - 36,Strada per Leporano - 36,40.391719,17.293408,101200,0,
101210,101210,Strada per Leporano - 35,Strada per Leporano - 35,40.391489,17.293258,101210,0,
101220,101220,Via Michelangelo,Via Michelangelo - 86,40.391299,17.280327,101220,0,
101230,101230,Via Michelangelo (ang. via Peruzzi),Via Michelangelo (ang. via Peruzzi),40.390539,17.280247,101230,0,
101240,101240,V.le Kennedy (fr. via dei Peri),V.le Kennedy (fr. via dei Peri),40.390329,17.289498,101240,0,
101241,101241,Strada per Leporano (ang. via Lambrusco),Strada per Leporano (ang. via Lambrusco),40.390409,17.294628,101241,0,
101250,101250,V.le Kennedy (ang. via dei Peri),V.le Kennedy (ang. via dei Peri),40.390964,17.289733,101250,0,
101251,101251,Strada per Leporano (ang. via Allodole),Strada per Leporano (ang. via Allodole),40.390719,17.294648,101251,0,
101260,101260,Strada per Leporano - 34,Strada per Leporano - 34,40.389039,17.297948,101260,0,
101270,101270,Strada per Leporano (fr.- 34),Strada per Leporano (fr.- 34),40.388889,17.297528,101270,0,
101280,101280,Litoranea,Litoranea (Hotel Bel Sit),40.389279,17.281017,101280,0,
101290,101290,Via Modigliani,Modigliani (fr. via Belle Arti),40.388959,17.282237,101290,0,
101300,101300,Via Modigliani,Modigliani (ang. via Belle Arti),40.389349,17.282017,101300,0,
101310,101310,Litoranea (fr. Hotel Bel Sit),Litoranea (fr. Hotel Bel Sit),40.389159,17.280797,101310,0,
101320,101320,V.le Kennedy - 22,V.le Kennedy - 22,40.388619,17.289318,101320,0,
101330,101330,V.le Kennedy (ang. via dei Peschi),V.le Kennedy (ang. via dei Peschi),40.389329,17.289538,101330,0,
101335,101335,Strada Com.est Tals.-Lepor.(ang.S.F.sco),Strada Com.est Tals.-Lepor.(ang.S.F.sco),40.387739,17.303158,101335,0,
101340,101340,Litoranea (ang. via Vignola),Litoranea (ang. via Vignola),40.387909,17.283997,101340,0,
101350,101350,Strada per Leporano - 22,Strada per Leporano - 22,40.388539,17.300068,101350,0,
101351,101351,Strada Com. esterna Talsano-Lep.- 4127,Strada Com. esterna Talsano - Lep,40.386149,17.310638,101351,0,
101352,101352,Strada Com. esterna Talsano-Lep. fr.4127,Strada Com. esterna Talsano-Lep. fr.4127,40.386429,17.310468,101352,0,
101353,101353,Strada Com. esterna Talsano-Lep(fr. v G),Strada Com. esterna Talsano-Lep(fr. v G),40.387449,17.306548,101353,0,
101354,101354,S.C. Vecchia Tals.- Leporano -18,S.C. Vecchia Tals.- Leporano -18,40.387889,17.303228,101354,0,
101355,101355,Strada C.esterna Talsano-Lep. ang. Via G,Strada C.esterna Talsano-Lep. ang. Via G,40.387329,17.306018,101355,0,
101356,101356,S.C.Vecchia Tals.- Leporano(ang.Calabri),S.C.Vecchia Tals.- Leporano(ang.Calabri),40.383569,17.318248,101356,0,
101357,101357,Strada Est. Talsano,STRADA EST. PER TALSANO n. 466,40.383789,17.317928,101357,0,
101358,101358,Strada C. esterna Tals.-Lep. (v. Serena),Strada C. esterna Tals.-Lep. (v. Serena),40.384279,17.315248,101358,0,
101359,101359,Str.esterna Tals.-Lep. (ang.Via Puglia),Str.esterna Tals.-Lep. (ang. Via Puglia),40.384169,17.315008,101359,0,
101360,101360,Strada per Leporano,Strada per Leporano (ang. via Lilla),40.388269,17.300438,101360,0,
101370,101370,Via San Francesco - 27,Via San Francesco - 27,40.387849,17.302698,101370,0,
101390,101390,Litoranea (Ristorante Gambero Rosso),Litoranea (Ristorante Gambero Rosso),40.387829,17.283727,101390,0,
101400,101400,V.le kennedy - 21,V.le kennedy - 21,40.386739,17.289308,101400,0,
101430,101430,Litoranea (ang. Via dei Ginepri),Litoranea (ang. Via dei Ginepri),40.386779,17.286478,101430,0,
101440,101440,Litoranea (fr. via dei Ginepri),Litoranea (fr. via dei Ginepri),40.386589,17.286128,101440,0,
101450,101450,V.le kennedy,V.le kennedy - 36,40.386209,17.289068,101450,0,
101460,101460,Litoranea (fr. batteria Cattaneo),Litoranea (fr. batteria Cattaneo),40.385845,17.288395,101460,0,
101470,101470,Litoranea,Litoranea (batteria Cattaneo),40.385889,17.288108,101470,0,
101510,101510,Litoranea (ang. via Margherita),Litoranea (ang. via Margherita),40.384819,17.290608,101510,0,
101520,101520,Litoranea (fr. via delle Camelie),Litoranea (fr. via delle Camelie),40.384449,17.292098,101520,0,
101530,101530,Litoranea (ang. Via delle Camelie),Litoranea (ang. Via delle Camelie),40.384059,17.292528,101530,0,
101540,101540,Litoranea - 54/A,Litoranea - 54/A,40.383889,17.294628,101540,0,
101550,101550,Litoranea (fr. 54/A),Litoranea (fr. 54/A),40.383609,17.295048,101550,0,
101560,101560,Litoranea (ang. via Iris),Litoranea (ang. via Iris),40.384129,17.298888,101560,0,
101570,101570,Litoranea (stabilimento Gandoli),Litoranea (stabilimento Gandoli),40.384009,17.298958,101570,0,
101580,101580,Litoranea (distributore Agip),Litoranea (distributore Agip),40.382959,17.303698,101580,0,
101590,101590,Litoranea (fr. Distributore Agip),Litoranea (fr. Distributore Agip),40.382869,17.303468,101590,0,
101600,101600,Litoranea - villa Paola,Litoranea - villa Paola,40.381051,17.305639,101600,0,
101610,101610,Litoranea (fr. villa Paola),Litoranea (fr. villa Paola),40.381029,17.305458,101610,0,
101620,101620,Litoranea (pizzeria S.Caterina),Litoranea (pizzeria S.Caterina),40.379599,17.308218,101620,0,
101630,101630,Litoranea ( fr. pizzeria S. Caterina),Litoranea ( fr. pizzeria S. Caterina),40.379519,17.307718,101630,0,
101640,101640,Litoranea ( fr. mercato Sigma),Litoranea ( fr. mercato Sigma),40.377229,17.310058,101640,0,
101641,101641,Strada Com. Leporano - Saturo - 25,Strada Com. Leporano - Saturo - 25,40.380179,17.312988,101641,0,
101642,101642,Extramurale Leporano (Sup.Sigma),Extramurale Leporano (Sup.Sigma),40.382249,17.334688,101642,0,
101643,101643,Leporano,Leporano (Campo Sportivo),40.382192,17.337653,101643,0,
101646,101646,Strada Com. Saturo - Leporano - fr.25,Strada Com. Saturo - Leporano - fr.25,40.381939,17.316598,101646,0,
101650,101650,Litoranea,Litoranea ( mercato Sigma ),40.377319,17.309798,101650,0,
101660,101660,Saturo (Capolinea ),Saturo (Capolinea ),40.374393,17.310603,101660,0,
101661,101661,St.Com.Saturo-Leporano (ang.via Dietro ),St.Com.Saturo-Leporano (ang.via Dietro ),40.379789,17.312438,101661,0,
101662,101662,Via dietro la Piantata (ang. via Napoli),Via dietro la Piantata (ang. via Napoli),40.377869,17.319758,101662,0,
101663,101663,Via dietro la Piantata - 63,Extramurale Lep.(ang. via Tre Capitali),40.383269,17.327838,101663,0,
101664,101664,Via Baracca (ang. via Ancona),Extramurale Lerporano (ang Via Baracca),40.382789,17.328198,101664,0,
110010,110010,Strada per Lama (fr. 5200),Strada per Lama (fr. 5200),40.432488,17.250047,110010,0,
110020,110020,Strada per Taranto 5200,Strada per Taranto 5200,40.432078,17.250407,110020,0,
110030,110030,Strada per Lama (fr. bivio Gennarini),Strada per Lama (fr. bivio Gennarini),40.429938,17.249987,110030,0,
110040,110040,Strada per Taranto (bivio Gennarini),Strada per Taranto (bivio Gennarini),40.429798,17.250337,110040,0,
110050,110050,V.le Jonio (fr. cantiere Greco),V.le Jonio (fr. cantiere Greco),40.428858,17.243047,110050,0,
110060,110060,V.le Jonio (cantieri Greco),V.le Jonio (cantieri Greco),40.427940,17.241675,110060,0,
110070,110070,V.le Jonio (circolo ENEL),V.le Jonio (circolo ENEL),40.426628,17.240167,110070,0,
110080,110080,V.le Jonio (fr. circolo ENEL),V.le Jonio (fr. circolo ENEL),40.426628,17.240417,110080,0,
110090,110090,V.le Jonio (Praia a mare),V.le Jonio (Praia a mare),40.424742,17.236663,110090,0,
110100,110100,V.le Jonio (fr. Praia a mare),V.le Jonio (fr. Praia a mare),40.424038,17.234877,110100,0,
110110,110110,V.le Jonio (ristorante Lampara),V.le Jonio (ristorante Lampara),40.423445,17.232869,110110,0,
110120,110120,V.le Jonio - 409,V.le Jonio - 409,40.422908,17.231897,110120,0,
110130,110130,V.le Jonio - 314,V.le Jonio - 314,40.422595,17.223756,110130,0,
110140,110140,V.le Jonio (ang. via Donzelle),V.le Jonio (ang. via Donzelle),40.431858,17.246067,110140,0,
110150,110150,V.le Jonio (villa Ammiragliato),V.le Jonio (villa Ammiragliato),40.431638,17.245277,110150,0,
110160,110160,V.le Jonio fr. - 453,V.le Jonio fr. - 453,40.422774,17.227786,110160,0,
110170,110170,V.le Jonio (fr. Hotel Garden),V.le Jonio (fr. Hotel Garden),40.422758,17.229767,110170,0,
110180,110180,V.le Jonio - 447,V.le Jonio - 447,40.422718,17.227657,110180,0,
110190,110190,V.le Jonio (Hotel Garden),V.le Jonio (Hotel Garden),40.425098,17.238017,110190,0,
110200,110200,V.le Jonio - 475,V.le Jonio - 475,40.422488,17.223867,110200,0,
110210,110210,V.le Jonio (ang. via Meda),V.le Jonio (ang. via Meda),40.421687,17.221557,110210,0,
110220,110220,V.le Jonio (scuola media),V.le Jonio (scuola media),40.421188,17.221277,110220,0,
110230,110230,Strada per Lama (fr. -  6800),Strada per Lama (fr. -  6800),40.430158,17.250007,110230,0,
110240,110240,Strada per Lama - 6800,Strada per Lama - 6800,40.422698,17.248667,110240,0,
110250,110250,Strada per Lama (fr. -  7100),Strada per Lama (fr. -  7100),40.419478,17.246627,110250,0,
110260,110260,V.le Jonio - 384,V.le Jonio - 384,40.419558,17.219908,110260,0,
110270,110270,V.le Jonio (Farmacia),V.le Jonio (Farmacia),40.419408,17.219897,110270,0,
110280,110280,Strada per Taranto (ang. via Edelweis),Strada per Taranto (ang. via Edelweis),40.419058,17.246757,110280,0,
110290,110290,Via del Faro (ang. v.le del Tramonto),Via del Faro (ang. v.le del Tramonto),40.417398,17.209617,110290,0,
110300,110300,Via del Faro - 64,Via del Faro - 64,40.417295,17.213652,110300,0,
110310,110310,Via del Faro (c/o TURSPORT),Via del Faro (c/o TURSPORT),40.417358,17.213997,110310,0,
110320,110320,V.le Jonio - 414,V.le Jonio - 414,40.417328,17.218067,110320,0,
110330,110330,V.le Jonio (Scuole CEMM),V.le Jonio (Scuole CEMM),40.417638,17.218557,110330,0,
110340,110340,Strada per Taranto (ang. via Genziane),Strada per Taranto (ang. via Genziane),40.417138,17.246347,110340,0,
110350,110350,Strada per Lama - 7430,Strada per Lama - 7430,40.417028,17.246167,110350,0,
110360,110360,Via del Faro - 73,Via del Faro - 73,40.417288,17.209267,110360,0,
110370,110370,Via del Faro (ang. via Occhiate),Via del Faro (ang. via Occhiate),40.417348,17.212817,110370,0,
110380,110380,Via del Faro (fr. Hotel Etra),Via del Faro (fr. Hotel Etra),40.417118,17.214487,110380,0,
110390,110390,Via Vizzarro,Vizzarro (fr. Scuole Cemm),40.416938,17.218807,110390,0,
110400,110400,Vizzarro (Scuole Cemm),Vizzarro (Scuole Cemm),40.416838,17.218667,110400,0,
110410,110410,Vizzarro - 21,Vizzarro - 21,40.416938,17.220437,110410,0,
110420,110420,Via Vizzarro,Vizzarro (ang. via Telline),40.416948,17.224017,110420,0,
110430,110430,Vizzarro (fr. via Delfini),Vizzarro (fr. via Delfini),40.416768,17.225227,110430,0,
110440,110440,Vizzarro (ang. via Lido Bruno),Vizzarro (ang. via Lido Bruno),40.416748,17.220997,110440,0,
110450,110450,Vizzarro - 38,Vizzarro - 38,40.416838,17.223907,110450,0,
110460,110460,Vizzarro (ang. via Delfini),Vizzarro (ang. via Delfini),40.416618,17.225237,110460,0,
110470,110470,Vizzarro (fr. via Spinarelli),Vizzarro (fr. via Spinarelli),40.416428,17.228037,110470,0,
110480,110480,Vizzarro (ang. via Spinarelli),Vizzarro (ang. via Spinarelli),40.416218,17.228107,110480,0,
110490,110490,Vizzarro (fr. via Alose),Vizzarro (fr. via Alose),40.416128,17.231247,110490,0,
110500,110500,Vizzarro (ang. via Alose),Vizzarro (ang. via Alose),40.415938,17.231117,110500,0,
110510,110510,Vizzarro (fr. via Lutrini),Vizzarro (fr. via Lutrini),40.415748,17.233217,110510,0,
110520,110520,Vizzarro (ang. via Lutrini),Vizzarro (ang. via Lutrini),40.415508,17.233397,110520,0,
110530,110530,Vizzarro (ang. via Sarde),Vizzarro (ang. via Sarde),40.415638,17.236997,110530,0,
110540,110540,Vizzarro - 11040,Vizzarro - 11040,40.415558,17.237237,110540,0,
110550,110550,Vizzarro (fr.- 11360),Vizzarro (fr.- 11360),40.415688,17.240567,110550,0,
110560,110560,Vizzarro - 11360,Vizzarro - 11360,40.415518,17.240327,110560,0,
110570,110570,Vizzarro (fr.- 11520),Vizzarro (fr.- 11520),40.415378,17.241887,110570,0,
110580,110580,Vizzarro - 11520,Vizzarro - 11520,40.415168,17.242087,110580,0,
110590,110590,Via Tre Fontane,Strada per Lama (tre Fontane),40.415105,17.245819,110590,0,
110600,110600,Via Tre Fontane,VIA TRE FONTANE n. 7670,40.415408,17.246017,110600,0,
110610,110610,Vizzarro (Incr. tre Fontane lato nord),Vizzarro (Incr. tre Fontane lato nord),40.414898,17.245157,110610,0,
110620,110620,Via Lama (Mobilificio),Via Lama (Mobilificio),40.413358,17.245487,110620,0,
110630,110630,Via del Faro (scogliera),Via del Faro (scogliera),40.417266,17.207691,110630,0,
110640,110640,Via del Faro  (fr. scogliera),Via del Faro  (fr. scogliera),40.415938,17.205887,110640,0,
110650,110650,Via Lido Bruno,Lido Bruno - 7,40.416048,17.221547,110650,0,
110660,110660,Lido Bruno - 12,Lido Bruno - 12,40.415628,17.221297,110660,0,
110670,110670,Lido Bruno - 29,Lido Bruno - 29,40.414398,17.221337,110670,0,
110680,110680,Via del Faro,Via del Faro (porticciolo),40.414988,17.205157,110680,0,
110690,110690,Via del Faro (fr.Porticciolo),Via del Faro (fr.Porticciolo),40.414638,17.205127,110690,0,
110700,110700,Anello S.Cataldo,Anello S.Cataldo,40.414272,17.207575,110700,0,
110710,110710,Lido Bruno - 26,Lido Bruno - 26,40.414008,17.221107,110710,0,
110720,110720,San Domenico fr.- 8025,San Domenico fr.- 8025,40.412318,17.259989,110720,0,
110730,110730,San Domenico fr. - 8500,San Domenico fr. - 8500,40.412429,17.262027,110730,0,
110740,110740,San Domenico (incrocio via Ridenti),San Domenico (incrocio via Ridenti),40.411920,17.257378,110740,0,
110750,110750,San Domenico (fr. via Carrino),San Domenico (fr. via Carrino),40.411878,17.257617,110750,0,
110760,110760,San Domenico (tipografia Brizio),San Domenico (tipografia Brizio),40.412068,17.259067,110760,0,
110770,110770,San Domenico (fr. via Gentile),San Domenico (fr. via Gentile),40.412249,17.262177,110770,0,
110780,110780,Via Lido Bruno,Lido Bruno - 34,40.412928,17.220887,110780,0,
110790,110790,Lido Bruno - 45,Lido Bruno - 45,40.412448,17.221017,110790,0,
110800,110800,Strada per Taranto (ang. via Nave TA),Strada per Taranto (ang. via Nave TA),40.412048,17.245487,110800,0,
110810,110810,Via Tre Fontane,VIA TRE FONTANE n.45,40.412088,17.245607,110810,0,
110820,110820,Via San Domenico,San Domenico (incrocio via Primule),40.411208,17.254837,110820,0,
110830,110830,Primule (incrocio via San Domenico),Primule (incrocio via San Domenico),40.411378,17.255157,110830,0,
110840,110840,Lido Bruno (Sun Bay discesa),Lido Bruno (Sun Bay discesa),40.410298,17.219427,110840,0,
